15 784 0.039076 2424
16 784 0.030044 1829
17 784 0.045427 2797
18 784 0.039293 2070
19 784 0.049176 2617
20 784 0.100305 6260
21 784 0.123275 8317
22 784 0.071186 4161
23 784 0.067612 4156
24 784 0.064118 3813
25 784 0.069702 3862
26 784 0.114723 6566
27 784 0.055102 3094
28 784 0.185163 10155
29 784 0.092701 4490
1 961 0.000419 3
2 961 0.000529 7
3 961 0.000616 11
4 961 0.001031 28
5 961 0.001024 31
6 961 0.002006 69
7 961 0.001856 66
8 961 0.00481 233
9 961 0.004573 212
10 961 0.003627 159
11 961 0.004335 197
12 961 0.007257 388
13 961 0.026804 1722
14 961 0.013725 771
15 961 0.008217 461
16 961 0.018392 992
17 961 0.027885 1425
18 961 0.037187 1972
19 961 0.043549 2711
20 961 0.040445 2736
21 961 0.021758 1331
22 961 0.030427 1971
23 961 0.09467 5673
24 961 0.06455 4533
25 961 0.18783 9770
26 961 0.124957 6860
27 961 0.170291 11396
28 961 0.072841 4885
29 961 0.128101 7173
1 1156 0.00037 3
2 1156 0.000508 6
3 1156 0.000722 15
4 1156 0.000999 22
5 1156 0.000883 21
6 1156 0.001809 66
7 1156 0.001601 56
8 1156 0.002393 101
9 1156 0.002232 90
10 1156 0.003208 142
11 1156 0.008493 435
12 1156 0.007199 355
13 1156 0.014828 761
14 1156 0.011156 650
15 1156 0.025871 1475
16 1156 0.013073 736
17 1156 0.033973 2096
18 1156 0.03544 2299
19 1156 0.041496 2362
20 1156 0.039887 2330
21 1156 0.023376 1244
22 1156 0.029842 1956
23 1156 0.082393 4091
24 1156 0.084953 5769
25 1156 0.064953 4699
26 1156 0.120149 7420
27 1156 0.079348 5127
28 1156 0.155647 9605
29 1156 0.080393 5740
1 1369 0.000373 3
2 1369 0.00057 6
3 1369 0.00069 15
4 1369 0.000942 23
5 1369 0.001637 48
6 1369 0.001659 57
7 1369 0.001471 51
8 1369 0.003481 144
9 1369 0.005292 263
10 1369 0.008213 442
11 1369 0.006311 331
12 1369 0.006052 326
13 1369 0.014177 631
14 1369 0.013802 785
15 1369 0.013253 642
16 1369 0.009243 500
17 1369 0.054518 3510
18 1369 0.079761 4696
19 1369 0.05196 2839
20 1369 0.028008 1817
21 1369 0.021509 1174
22 1369 0.078897 5335
23 1369 0.060926 2843
24 1369 0.104587 6075
25 1369 0.181069 11974
26 1369 0.356968 21887
27 1369 0.17638 9294
28 1369 0.334047 21923
29 1369 0.161351 6997
1 1600 0.000332 3
2 1600 0.000472 7
3 1600 0.000629 13
4 1600 0.000743 15
5 1600 0.000778 22
6 1600 0.002009 72
7 1600 0.002648 111
8 1600 0.00221 85
9 1600 0.003957 187
10 1600 0.007401 393
11 1600 0.008765 466
12 1600 0.006367 332
13 1600 0.015213 811
14 1600 0.041507 2512
15 1600 0.020158 1156
16 1600 0.027222 1706
17 1600 0.018444 1080
18 1600 0.045363 2563
19 1600 0.017817 1143
20 1600 0.135596 7208
21 1600 0.048022 3543
22 1600 0.034687 2396
23 1600 0.055955 3391
24 1600 0.036712 1965
25 1600 0.029717 2003
26 1600 0.133253 8015
27 1600 0.128037 7870
28 1600 0.132921 7988
29 1600 0.475254 29983
1 1849 0.000436 3
2 1849 0.000585 7
3 1849 0.000656 14
4 1849 0.00086 23
5 1849 0.00099 28
6 1849 0.001281 41
7 1849 0.002019 79
8 1849 0.002255 98
9 1849 0.004432 210
10 1849 0.005354 277
11 1849 0.011774 646
12 1849 0.015356 888
13 1849 0.008369 448
14 1849 0.022868 1318
15 1849 0.029764 1494
16 1849 0.036403 1189
17 1849 0.034752 1921
18 1849 0.020763 1296
19 1849 0.104558 6527
20 1849 0.067936 4609
21 1849 0.049578 3110
22 1849 0.02359 1560
23 1849 0.064817 4616
24 1849 0.133525 7706
25 1849 0.116438 6231
26 1849 0.055699 2701
27 1849 0.057617 3565
28 1849 0.116351 7041
29 1849 0.055301 2794
1 2116 0.000434 3
2 2116 0.000636 7
3 2116 0.000546 10
4 2116 0.000832 18
5 2116 0.001059 25
6 2116 0.001663 60
7 2116 0.002681 108
8 2116 0.003499 159
9 2116 0.002773 118
10 2116 0.003566 164
11 2116 0.008464 474
12 2116 0.005928 305
13 2116 0.01236 579
14 2116 0.016923 1028
15 2116 0.022597 1454
16 2116 0.0228 1343
17 2116 0.022514 1322
18 2116 0.008208 454
19 2116 0.025205 1529
20 2116 0.020128 1352
21 2116 0.032474 1727
22 2116 0.106132 6785
23 2116 0.061166 4166
24 2116 0.15403 9498
25 2116 0.153241 7335
26 2116 0.152572 7074
27 2116 0.13589 9766
28 2116 0.198323 13319
29 2116 0.305854 20122
1 2401 0.000314 3
2 2401 0.000597 6
3 2401 0.000601 10
4 2401 0.001252 27
5 2401 0.001177 31
6 2401 0.001691 49
7 2401 0.002101 89
8 2401 0.004032 183
9 2401 0.002825 121
10 2401 0.003167 141
11 2401 0.003351 166
12 2401 0.011573 665
13 2401 0.006935 385
14 2401 0.007722 423
15 2401 0.021093 1373
16 2401 0.068988 4669
17 2401 0.022446 1391
18 2401 0.02771 1634
19 2401 0.095343 6388
20 2401 0.06953 3865
21 2401 0.031788 1826
22 2401 0.044825 2022
23 2401 0.061304 2284
24 2401 0.090951 5427
25 2401 0.093926 5688
26 2401 0.160198 10871
27 2401 0.181369 10231
28 2401 0.055612 3444
29 2401 0.224908 14145
1 2704 0.000416 3
2 2704 0.000554 6
3 2704 0.00062 15
4 2704 0.000917 15
5 2704 0.00105 34
6 2704 0.001409 47
7 2704 0.001882 76
8 2704 0.001597 60
9 2704 0.003768 169
10 2704 0.007786 450
11 2704 0.004746 239
12 2704 0.006272 308
13 2704 0.01356 748
14 2704 0.017941 910
15 2704 0.012138 697
16 2704 0.037372 2232
17 2704 0.038257 1901
18 2704 0.013737 786
19 2704 0.058543 3070
20 2704 0.085413 6047
21 2704 0.11819 6071
22 2704 0.045629 2745
23 2704 0.026055 1819
24 2704 0.021691 1433
25 2704 0.067456 4355
26 2704 0.067833 2747
27 2704 0.197693 12262
28 2704 0.151559 9038
29 2704 0.135161 8286
1 3025 0.000426 3
2 3025 0.000439 7
3 3025 0.000817 13
4 3025 0.000802 19
5 3025 0.001183 40
6 3025 0.002095 87
7 3025 0.0069 121
8 3025 0.003952 181
9 3025 0.004513 200
10 3025 0.003751 167
11 3025 0.006601 322
12 3025 0.004711 216
13 3025 0.016497 1006
14 3025 0.018524 1051
15 3025 0.014352 856
16 3025 0.015287 908
17 3025 0.021088 1277
18 3025 0.0262 1611
19 3025 0.093447 5565
20 3025 0.116832 5602
21 3025 0.112695 8069
22 3025 0.045579 3214
23 3025 0.219026 13911
24 3025 0.066046 4564
25 3025 0.184176 12369
26 3025 0.162782 10412
27 3025 0.112919 6184
28 3025 0.25883 18860
29 3025 0.181526 13527
1 3364 0.000314 3
2 3364 0.000551 6
3 3364 0.000778 13
4 3364 0.000877 25
5 3364 0.001141 28
6 3364 0.002172 85
7 3364 0.002389 100
8 3364 0.00329 139
9 3364 0.002103 81
10 3364 0.001817 79
11 3364 0.005667 279
12 3364 0.016638 914
13 3364 0.020678 1293
14 3364 0.010549 607
15 3364 0.03644 2367
16 3364 0.012494 773
17 3364 0.018637 1119
18 3364 0.02282 1327
19 3364 0.020004 1215
20 3364 0.058984 2776
21 3364 0.062018 4095
22 3364 0.020854 1254
23 3364 0.067113 4428
24 3364 0.018698 1209
25 3364 0.089638 6521
26 3364 0.041348 2995
27 3364 0.586189 33555
28 3364 0.090743 6651
29 3364 0.097891 7081
1 3721 0.000436 3
2 3721 0.000499 7
3 3721 0.000652 10
4 3721 0.000786 15
5 3721 0.00138 49
6 3721 0.001985 76
7 3721 0.002676 121
8 3721 0.002123 88
9 3721 0.003338 121
10 3721 0.006588 357
11 3721 0.002618 119
12 3721 0.016086 997
13 3721 0.002942 148
14 3721 0.033047 2239
15 3721 0.012445 694
16 3721 0.053676 3195
17 3721 0.05277 2595
18 3721 0.015096 858
19 3721 0.028138 1804
20 3721 0.026115 1707
21 3721 0.07198 3565
22 3721 0.06195 4401
23 3721 0.137959 9539
24 3721 0.067448 4894
25 3721 0.237866 17499
26 3721 0.074198 5401
27 3721 0.106133 7469
28 3721 0.535636 36519
29 3721 0.490172 37032
1 4096 0.000399 3
2 4096 0.000401 7
3 4096 0.000574 11
4 4096 0.001048 27
5 4096 0.001623 55
6 4096 0.0016 49
7 4096 0.003281 133
8 4096 0.003029 135
9 4096 0.002779 123
10 4096 0.003271 144
11 4096 0.004312 201
12 4096 0.008841 521
13 4096 0.003548 186
14 4096 0.008055 427
15 4096 0.011028 616
16 4096 0.021642 1453
17 4096 0.052168 3400
18 4096 0.023339 1466
19 4096 0.031909 1884
20 4096 0.163596 11189
21 4096 0.059246 3676
22 4096 0.094663 5885
23 4096 0.043544 2656
24 4096 0.119455 8276
25 4096 0.075089 4515
26 4096 0.056718 3606
27 4096 0.130375 7971
28 4096 0.102333 5403
29 4096 0.02898 2015
1 4489 0.000449 3
2 4489 0.000515 7
3 4489 0.000609 12
4 4489 0.001026 24
5 4489 0.001298 35
6 4489 0.001313 37
7 4489 0.001734 66
8 4489 0.002275 89
9 4489 0.004071 214
10 4489 0.006861 329
11 4489 0.005009 243
12 4489 0.006014 329
13 4489 0.010606 567
14 4489 0.010407 593
15 4489 0.018731 1123
16 4489 0.013043 595
17 4489 0.022741 1405
18 4489 0.073628 4766
19 4489 0.019011 849
20 4489 0.119206 8040
21 4489 0.281039 15946
22 4489 0.032544 1392
23 4489 0.138282 10305
24 4489 0.105784 6744
25 4489 0.093474 6597
26 4489 0.071475 4487
27 4489 0.201058 13993
28 4489 0.097919 6781
29 4489 0.134065 8896
1 4900 0.000389 3
2 4900 0.000572 6
3 4900 0.0007 12
4 4900 0.001109 22
5 4900 0.001022 28
6 4900 0.001959 68
7 4900 0.002303 94
8 4900 0.003011 125
9 4900 0.002189 96
10 4900 0.005198 226
11 4900 0.009829 506
12 4900 0.00877 480
13 4900 0.018177 1119
14 4900 0.00923 513
15 4900 0.016623 1025
16 4900 0.025231 1661
17 4900 0.023027 1351
18 4900 0.036343 2304
19 4900 0.058815 3859
20 4900 0.036588 2318
21 4900 0.135667 7958
22 4900 0.048215 3360
23 4900 0.101427 7371
24 4900 0.140241 9672
25 4900 0.030588 2153
26 4900 0.340278 24555
27 4900 0.042014 2222
28 4900 0.058305 3039
29 4900 0.072332 4587
1 5329 0.000402 3
2 5329 0.000521 6
3 5329 0.000723 13
4 5329 0.000854 19
5 5329 0.001273 37
6 5329 0.001609 53
7 5329 0.002038 71
8 5329 0.003434 149
9 5329 0.005472 262
10 5329 0.005446 255
11 5329 0.003665 180
12 5329 0.008122 423
13 5329 0.016588 992
14 5329 0.00791 439
15 5329 0.011359 617
16 5329 0.023731 1183
17 5329 0.022339 1291
18 5329 0.021618 1363
19 5329 0.014542 901
20 5329 0.060404 4083
21 5329 0.059072 3482
22 5329 0.157454 11405
23 5329 0.196945 15181
24 5329 0.086554 6447
25 5329 0.179832 12178
26 5329 0.543394 31305
27 5329 0.046264 2243
28 5329 0.181373 12132
29 5329 0.179502 12903
1 5776 0.000322 3
2 5776 0.00047 7
3 5776 0.000572 10
4 5776 0.000968 23
5 5776 0.001517 45
6 5776 0.001417 42
7 5776 0.001817 64
8 5776 0.0044 208
9 5776 0.00393 177
10 5776 0.004696 211
11 5776 0.00718 348
12 5776 0.011143 622
13 5776 0.013135 755
14 5776 0.0109 637
15 5776 0.006184 347
16 5776 0.062514 4014
17 5776 0.017832 1034
18 5776 0.01099 611
19 5776 0.035348 1972
20 5776 0.043762 3039
21 5776 0.035273 1407
22 5776 0.110975 8306
23 5776 0.05237 3515
24 5776 0.070551 5140
25 5776 0.289579 19769
26 5776 0.146046 7655
27 5776 0.211149 15532
28 5776 0.086594 5845
29 5776 0.294371 21704
1 6241 0.000419 3
2 6241 0.000622 7
3 6241 0.000788 15
4 6241 0.000868 22
5 6241 0.001327 41
6 6241 0.001669 58
7 6241 0.002119 82
8 6241 0.002059 81
9 6241 0.00577 311
10 6241 0.002358 107
11 6241 0.006968 347
12 6241 0.007158 363
13 6241 0.018365 1070
14 6241 0.021856 1161
15 6241 0.055968 3706
16 6241 0.04101 2622
17 6241 0.030081 1679
18 6241 0.058821 3578
19 6241 0.009984 584
20 6241 0.015295 998
21 6241 0.026011 1751
22 6241 0.059813 4177
23 6241 0.057495 3646
24 6241 0.094555 5627
25 6241 0.141244 10328
26 6241 0.112537 7030
27 6241 0.100834 7267
28 6241 0.048094 2591
29 6241 0.172521 11781

1 1 0.000505 3
2 1 0.000671 5
3 1 0.000569 7
4 1 0.000586 9
5 1 0.000605 11
6 1 0.000621 13
7 1 0.000755 15
8 1 0.000719 17
9 1 0.000718 19
10 1 0.000783 21
11 1 0.000838 23
12 1 0.000795 25
13 1 0.000909 27
14 1 0.000894 29
15 1 0.000891 31
16 1 0.000972 33
17 1 0.000965 35
18 1 0.001028 37
19 1 0.001019 39
20 1 0.001053 41
21 1 0.001246 43
22 1 0.001113 45
23 1 0.001072 47
24 1 0.001217 49
25 1 0.001287 51
26 1 0.001303 53
27 1 0.001343 55
28 1 0.001344 57
29 1 0.001436 59
1 16 0.000403 3
2 16 0.000793 6
3 16 0.000554 10
4 16 0.001051 15
5 16 0.001086 29
6 16 0.001094 29
7 16 0.002207 77
8 16 0.002674 101
9 16 0.003201 117
10 16 0.004422 183
11 16 0.004175 180
12 16 0.006186 255
13 16 0.006869 312
14 16 0.01081 418
15 16 0.010269 445
16 16 0.009719 442
17 16 0.012308 541
18 16 0.019214 849
19 16 0.016087 689
20 16 0.010013 465
21 16 0.028681 1273
22 16 0.022687 1169
23 16 0.026276 1412
24 16 0.024922 1264
25 16 0.036523 1773
26 16 0.058378 1935
27 16 0.030363 1748
28 16 0.039988 1992
29 16 0.058795 2705
1 49 0.000288 3
2 49 0.000606 6
3 49 0.000723 11
4 49 0.000819 21
5 49 0.001065 29
6 49 0.001865 68
7 49 0.0037 175
8 49 0.001581 61
9 49 0.005863 257
10 49 0.003739 161
11 49 0.005164 268
12 49 0.003965 178
13 49 0.011132 638
14 49 0.006536 342
15 49 0.0128 559
16 49 0.006906 350
17 49 0.010234 509
18 49 0.022568 936
19 49 0.018749 868
20 49 0.022755 1090
21 49 0.028602 1434
22 49 0.02139 1111
23 49 0.032101 1657
24 49 0.022287 1177
25 49 0.040091 2093
26 49 0.034544 1710
27 49 0.044691 2199
28 49 0.05197 2656
29 49 0.067984 3264
1 100 0.000327 3
2 100 0.000414 6
3 100 0.000659 10
4 100 0.001021 28
5 100 0.001458 48
6 100 0.001609 54
7 100 0.00197 77
8 100 0.002832 116
9 100 0.002252 87
10 100 0.003761 175
11 100 0.010656 561
12 100 0.009968 496
13 100 0.019806 890
14 100 0.005755 272
15 100 0.013592 597
16 100 0.024596 1115
17 100 0.013279 621
18 100 0.025449 1179
19 100 0.012117 630
20 100 0.022145 1103
21 100 0.067574 3430
22 100 0.02697 1296
23 100 0.094554 5185
24 100 0.033155 1673
25 100 0.040625 2102
26 100 0.056155 2467
27 100 0.058774 2808
28 100 0.072125 3349
29 100 0.066346 2950
1 169 0.000432 3
2 169 0.000496 6
3 169 0.000571 10
4 169 0.001059 29
5 169 0.001036 30
6 169 0.001695 54
7 169 0.002588 101
8 169 0.002354 87
9 169 0.002738 113
10 169 0.006794 369
11 169 0.008312 420
12 169 0.005515 256
13 169 0.007731 401
14 169 0.01838 1110
15 169 0.020974 1026
16 169 0.009323 465
17 169 0.014506 725
18 169 0.026756 1464
19 169 0.031461 1510
20 169 0.045287 2290
21 169 0.035043 2182
22 169 0.019514 1044
23 169 0.044741 2136
24 169 0.034039 1769
25 169 0.030744 1808
26 169 0.042546 2310
27 169 0.201964 11412
28 169 0.075052 4101
29 169 0.061626 3128
1 256 0.000368 3
2 256 0.000465 7
3 256 0.000683 15
4 256 0.000976 31
5 256 0.001256 33
6 256 0.001665 54
7 256 0.001773 66
8 256 0.002786 115
9 256 0.004441 201
10 256 0.002219 97
11 256 0.006046 305
12 256 0.008688 456
13 256 0.003107 161
14 256 0.008919 455
15 256 0.014993 589
16 256 0.004697 240
17 256 0.018079 1047
18 256 0.042793 2658
19 256 0.022563 1079
20 256 0.017861 839
21 256 0.024975 1278
22 256 0.035017 2281
23 256 0.030691 1765
24 256 0.02582 1393
25 256 0.040024 2131
26 256 0.179565 10045
27 256 0.075508 3570
28 256 0.067007 3309
29 256 0.116034 7162
1 361 0.000381 3
2 361 0.000435 7
3 361 0.001017 11
4 361 0.000744 17
5 361 0.001271 37
6 361 0.001716 50
7 361 0.001196 40
8 361 0.003559 161
9 361 0.00563 284
10 361 0.011349 636
11 361 0.003795 185
12 361 0.004824 238
13 361 0.007393 374
14 361 0.011094 654
15 361 0.010712 619
16 361 0.008196 489
17 361 0.043693 2409
18 361 0.029506 1578
19 361 0.020297 964
20 361 0.062104 2711
21 361 0.023948 1292
22 361 0.012016 727
23 361 0.062319 3681
24 361 0.085145 5271
25 361 0.046314 2339
26 361 0.0521 3279
27 361 0.058182 2883
28 361 0.067856 3605
29 361 0.058235 2865
1 484 0.000434 3
2 484 0.000471 7
3 484 0.000754 13
4 484 0.001005 29
5 484 0.001085 31
6 484 0.001739 63
7 484 0.002101 76
8 484 0.002846 119
9 484 0.002767 99
10 484 0.004907 233
11 484 0.006123 324
12 484 0.011149 618
13 484 0.01144 583
14 484 0.011652 731
15 484 0.032582 1595
16 484 0.088888 4979
17 484 0.026777 1454
18 484 0.019925 1272
19 484 0.023276 1020
20 484 0.032273 1774
21 484 0.027938 1553
22 484 0.024404 1234
23 484 0.047742 3255
24 484 0.029391 1771
25 484 0.081259 4650
26 484 0.077422 2952
27 484 0.049541 2712
28 484 0.034083 1908
29 484 0.08488 5133
1 625 0.000417 3
2 625 0.000418 6
3 625 0.000735 13
4 625 0.000793 20
5 625 0.001421 41
6 625 0.001791 72
7 625 0.002108 72
8 625 0.004989 232
9 625 0.007986 455
10 625 0.004651 240
11 625 0.007467 364
12 625 0.010797 480
13 625 0.010443 578
14 625 0.010904 637
15 625 0.010224 577
16 625 0.010758 604
17 625 0.073731 4357
18 625 0.028796 1560
19 625 0.022271 1320
20 625 0.014052 957
21 625 0.075493 5155
22 625 0.063214 3641
23 625 0.051624 3184
24 625 0.022443 1489
25 625 0.035048 2034
26 625 0.154419 7856
27 625 0.024237 1458
28 625 0.096625 6283
29 625 0.117751 8204
1 784 0.000303 3
2 784 0.000526 7
3 784 0.000642 10
4 784 0.000918 21
5 784 0.001258 34
6 784 0.00186 59
7 784 0.001573 58
8 784 0.004628 201
9 784 0.003848 178
10 784 0.003558 171
11 784 0.006166 261
12 784 0.004927 255
13 784 0.009803 546
14 784 0.017573 894
15 784 0.017822 797
16 784 0.04266 1374
17 784 0.018702 879
18 784 0.020027 1173
19 784 0.064196 3366
20 784 0.022554 1292
21 784 0.074245 5033
22 784 0.063036 2806
23 784 0.022344 1427
24 784 0.346131 21523
25 784 0.130555 6672
26 784 0.032689 1567
27 784 0.084095 5779
28 784 0.049232 2744
29 784 0.173849 11951
1 961 0.000401 3
2 961 0.00052 7
3 961 0.000691 11
4 961 0.000781 15
5 961 0.00124 31
6 961 0.001676 57
7 961 0.001773 62
8 961 0.002567 106
9 961 0.002249 86
10 961 0.004564 210
11 961 0.00883 450
12 961 0.011933 673
13 961 0.005663 290
14 961 0.019359 1033
15 961 0.017165 1024
16 961 0.013289 745
17 961 0.030269 1960
18 961 0.116863 7217
19 961 0.028616 1641
20 961 0.048661 3313
21 961 0.075878 4489
22 961 0.073648 4064
23 961 0.065599 3979
24 961 0.058484 2390
25 961 0.088834 5170
26 961 0.112346 5518
27 961 0.160241 8408
28 961 0.197121 12468
29 961 0.255786 16807
1 1156 0.000399 3
2 1156 0.000433 6
3 1156 0.000722 13
4 1156 0.001053 27
5 1156 0.000997 27
6 1156 0.001565 43
7 1156 0.002089 77
8 1156 0.002425 95
9 1156 0.004334 190
10 1156 0.005885 303
11 1156 0.005844 268
12 1156 0.006118 327
13 1156 0.016335 1057
14 1156 0.036847 2149
15 1156 0.008097 437
16 1156 0.033109 1941
17 1156 0.01903 1108
18 1156 0.019962 1239
19 1156 0.035943 2185
20 1156 0.035737 2225
21 1156 0.052119 2863
22 1156 0.103926 5602
23 1156 0.042726 2501
24 1156 0.040388 2763
25 1156 0.081438 5745
26 1156 0.026705 1508
27 1156 0.154342 8907
28 1156 0.101404 5052
29 1156 0.084568 4937
1 1369 0.000303 3
2 1369 0.000602 7
3 1369 0.000745 14
4 1369 0.00092 22
5 1369 0.001439 46
6 1369 0.002103 80
7 1369 0.003025 127
8 1369 0.003674 148
9 1369 0.003309 142
10 1369 0.005121 253
11 1369 0.021325 1324
12 1369 0.006021 297
13 1369 0.016779 1012
14 1369 0.022777 1260
15 1369 0.019957 1136
16 1369 0.017207 978
17 1369 0.011884 736
18 1369 0.02577 1633
19 1369 0.010416 578
20 1369 0.031292 1493
21 1369 0.063233 4144
22 1369 0.102453 6585
23 1369 0.234172 15306
24 1369 0.082486 4861
25 1369 0.062382 4474
26 1369 0.125412 8778
27 1369 0.05014 3286
28 1369 0.168891 12058
29 1369 0.090507 5251
1 1600 0.000409 3
2 1600 0.000572 7
3 1600 0.000631 15
4 1600 0.0009 23
5 1600 0.00153 50
6 1600 0.001512 51
7 1600 0.003946 203
8 1600 0.001718 70
9 1600 0.002433 115
10 1600 0.010273 575
11 1600 0.004417 213
12 1600 0.005622 282
13 1600 0.026024 1617
14 1600 0.012759 729
15 1600 0.010997 638
16 1600 0.051025 2935
17 1600 0.018505 1152
